Epoch,Mean Dice Score,DiceCortical,DiceTrabecular
0,0.4905882477760315,0.6249828338623047,0.3561936318874359
1,0.542848527431488,0.7016447186470032,0.38405221700668335
1,0.5361301898956299,0.6812092065811157,0.39105111360549927
1,0.5341251492500305,0.6628013849258423,0.40544888377189636
1,0.5413976311683655,0.7057427167892456,0.3770526051521301
1,0.5373648405075073,0.6810700297355652,0.39365971088409424
2,0.5752992630004883,0.7369088530540466,0.4136897921562195
2,0.596110999584198,0.7348359227180481,0.45738595724105835
2,0.5806064605712891,0.7417409420013428,0.4194721281528473
2,0.575346827507019,0.7105844616889954,0.4401092529296875
2,0.5674973726272583,0.7306720614433289,0.4043227732181549
3,0.600068211555481,0.7504304051399231,0.4497058689594269
3,0.6111133098602295,0.7521112561225891,0.47011542320251465
3,0.6213247776031494,0.7567154765129089,0.4859341084957123
3,0.6007329821586609,0.736610472202301,0.4648555517196655
3,0.6063486933708191,0.752888023853302,0.4598093330860138
4,0.6325720548629761,0.7631909251213074,0.5019533038139343
4,0.6222625970840454,0.7715367078781128,0.472988486289978
4,0.6363388299942017,0.7733372449874878,0.4993404150009155
4,0.6170160174369812,0.7722654938697815,0.4617665410041809
4,0.6126387119293213,0.7984100580215454,0.42686736583709717
5,0.6567673087120056,0.7644533514976501,0.5490814447402954
5,0.654692530632019,0.7916857004165649,0.5176994800567627
5,0.6498037576675415,0.7455448508262634,0.5540626049041748
5,0.6555461287498474,0.8018818497657776,0.509210467338562
5,0.6609934568405151,0.8043931126594543,0.5175937414169312
6,0.6640151739120483,0.7939389944076538,0.5340914726257324
6,0.6703134775161743,0.8161782026290894,0.5244487524032593
6,0.6645714044570923,0.8274949789047241,0.5016477108001709
6,0.6720219254493713,0.8046571612358093,0.5393866300582886
6,0.6749940514564514,0.8020469546318054,0.5479410886764526
7,0.6945385336875916,0.8222131133079529,0.566864013671875
7,0.6777593493461609,0.844439685344696,0.5110791325569153
7,0.6928549408912659,0.8137415051460266,0.5719683170318604
7,0.6605626940727234,0.8081005811691284,0.5130248665809631
7,0.6707199811935425,0.8137086033821106,0.5277312994003296
8,0.7020386457443237,0.844796359539032,0.5592808723449707
8,0.6857487559318542,0.8381656408309937,0.5333319902420044
8,0.7053462862968445,0.8216604590415955,0.5890321135520935
8,0.689555287361145,0.8457915782928467,0.5333189368247986
8,0.6821154952049255,0.8327070474624634,0.5315240025520325
9,0.7125604748725891,0.8221254944801331,0.6029953956604004
9,0.7139056324958801,0.8652244210243225,0.5625868439674377
9,0.7245093584060669,0.8390383124351501,0.6099802851676941
9,0.7126118540763855,0.8456040620803833,0.5796196460723877
9,0.7190229296684265,0.8322017192840576,0.6058440208435059
10,0.715533971786499,0.828149139881134,0.6029190421104431
10,0.7162290811538696,0.8330890536308289,0.5993690490722656
10,0.7204158902168274,0.8242886662483215,0.6165429949760437
10,0.7227813601493835,0.8458099961280823,0.5997526049613953
10,0.7395578622817993,0.8487301468849182,0.6303855180740356
11,0.7329759001731873,0.8517252206802368,0.6142266392707825
