Epoch,Mean Dice Score,DiceCortical,DiceTrabecular
0,0.7530321478843689,0.7379804849624634,0.7680837512016296
1,0.8623241186141968,0.8816934823989868,0.8429548144340515
1,0.8863568305969238,0.9206801652908325,0.8520333766937256
1,0.8862212300300598,0.9147712588310242,0.8576711416244507
1,0.8884490728378296,0.9236829876899719,0.8532152771949768
1,0.8993738889694214,0.9260144233703613,0.8727333545684814
2,0.9116389751434326,0.9433260560035706,0.8799519538879395
2,0.8956913948059082,0.9322390556335449,0.8591437339782715
2,0.898760974407196,0.9358303546905518,0.8616916537284851
2,0.9227179288864136,0.9549185037612915,0.8905174136161804
2,0.9002659320831299,0.9324918985366821,0.8680399656295776
3,0.9391356110572815,0.9673333764076233,0.9109379053115845
3,0.9200050830841064,0.9481112957000732,0.8918988108634949
3,0.9252132177352905,0.9508727192878723,0.8995535969734192
3,0.9405271410942078,0.9728338122367859,0.9082205295562744
3,0.9440843462944031,0.9695908427238464,0.9185777902603149
4,0.9265246987342834,0.9665250778198242,0.8865243792533875
4,0.9402790665626526,0.9803759455680847,0.9001822471618652
4,0.9305706024169922,0.9661104083061218,0.8950307369232178
4,0.9193680882453918,0.9564362168312073,0.8823000192642212
4,0.9266982078552246,0.9655947685241699,0.8878017067909241
5,0.948566734790802,0.9814177751541138,0.9157156944274902
5,0.946835994720459,0.9803475141525269,0.9133244156837463
5,0.9404112100601196,0.9789332151412964,0.9018893241882324
5,0.9502021670341492,0.9895012974739075,0.9109030365943909
5,0.9562487602233887,0.9905868768692017,0.9219104647636414
6,0.9430772662162781,0.972620964050293,0.9135335087776184
6,0.9485522508621216,0.9758465886116028,0.9212578535079956
6,0.9654231071472168,0.9937939643859863,0.9370521306991577
6,0.9619391560554504,0.9906670451164246,0.9332113862037659
6,0.957478404045105,0.9849598407745361,0.9299971461296082
7,0.9628520607948303,0.9884904623031616,0.9372135996818542
7,0.953397810459137,0.9763741493225098,0.9304214119911194
7,0.9542176127433777,0.9863156080245972,0.9221196174621582
7,0.9636852145195007,0.9911714792251587,0.936198890209198
7,0.9539089202880859,0.981459379196167,0.9263584613800049
8,0.9611155390739441,0.9860413670539856,0.9361897110939026
8,0.9534500241279602,0.9859174489974976,0.9209826588630676
8,0.9559119343757629,0.9840754270553589,0.9277483820915222
8,0.9530240893363953,0.9782333970069885,0.9278147220611572
8,0.9547569751739502,0.9808846116065979,0.928629457950592
9,0.9640856385231018,0.9829002618789673,0.9452710151672363
9,0.948100745677948,0.9679007530212402,0.9283007383346558
9,0.957109808921814,0.9769123792648315,0.9373072385787964
9,0.9663673043251038,0.9857946038246155,0.946940004825592
9,0.969597578048706,0.9915261268615723,0.9476690888404846
10,0.9668869972229004,0.9915869832038879,0.9421868920326233
10,0.9663512110710144,0.9907322525978088,0.9419702291488647
10,0.9541710019111633,0.9851571917533875,0.923184871673584
10,0.9622585773468018,0.9846058487892151,0.9399113655090332
10,0.9544108510017395,0.9814342260360718,0.9273875951766968
