Epoch,Mean Dice Score,DiceCortical,DiceTrabecular
0,0.8694556355476379,0.8367577195167542,0.9021536111831665
1,0.8561171889305115,0.8476966023445129,0.8645378351211548
1,0.8289522528648376,0.7926050424575806,0.8652995228767395
1,0.8359331488609314,0.8314076066017151,0.8404586911201477
1,0.841143012046814,0.8461025357246399,0.8361834287643433
1,0.8519946932792664,0.8366490006446838,0.8673403263092041
2,0.8733706474304199,0.8369683027267456,0.9097729921340942
2,0.8760339021682739,0.8522647619247437,0.8998029828071594
2,0.8597739338874817,0.8282608389854431,0.8912870287895203
2,0.853136420249939,0.8102272748947144,0.8960455060005188
2,0.8800304532051086,0.8484999537467957,0.9115608930587769
3,0.8883028626441956,0.8510019779205322,0.9256037473678589
3,0.8847894668579102,0.8418169617652893,0.9277620315551758
3,0.87876957654953,0.8502940535545349,0.9072451591491699
3,0.8953564167022705,0.8539766669273376,0.9367361068725586
3,0.891094446182251,0.8579465746879578,0.9242421984672546
4,0.8980729579925537,0.8601797819137573,0.9359661340713501
4,0.9041182398796082,0.8675223588943481,0.9407141208648682
4,0.8964146375656128,0.8549069166183472,0.9379222989082336
4,0.8879843950271606,0.8432239890098572,0.9327447414398193
4,0.8913220167160034,0.854736864566803,0.9279072284698486
5,0.9098808169364929,0.8858177065849304,0.9339438080787659
5,0.8951268792152405,0.8743203282356262,0.91593337059021
5,0.8956236839294434,0.8634533882141113,0.9277939796447754
5,0.8985686302185059,0.8681958317756653,0.9289412498474121
5,0.919086217880249,0.8896649479866028,0.9485074877738953
6,0.919208824634552,0.8982526659965515,0.9401650428771973
6,0.9117117524147034,0.894667387008667,0.928756058216095
6,0.9039865732192993,0.8898638486862183,0.9181092381477356
6,0.9122250080108643,0.8934261798858643,0.9310237765312195
6,0.9046379327774048,0.8957921862602234,0.9134837985038757
7,0.8902866840362549,0.8788009881973267,0.9017723798751831
7,0.8901646137237549,0.8586614727973938,0.9216676950454712
7,0.9051833152770996,0.8947114944458008,0.9156551361083984
7,0.898398220539093,0.9103618264198303,0.8864346146583557
7,0.9033985733985901,0.8933506608009338,0.9134464859962463
8,0.9238243699073792,0.907098114490509,0.9405505657196045
8,0.9224427938461304,0.9175683856010437,0.9273172616958618
8,0.9137118458747864,0.8975008130073547,0.9299229383468628
8,0.9390121698379517,0.9246735572814941,0.9533507823944092
8,0.9067437648773193,0.8885156512260437,0.9249720573425293
9,0.9245918989181519,0.9127523303031921,0.9364315271377563
9,0.9119315147399902,0.8945033550262451,0.9293595552444458
9,0.9282751083374023,0.923058271408081,0.9334918856620789
9,0.9173614382743835,0.9112980961799622,0.9234247803688049
9,0.9265093803405762,0.9170351028442383,0.9359835386276245
10,0.9213240146636963,0.9107351899147034,0.931912899017334
10,0.9210441708564758,0.9114253520965576,0.930662989616394
10,0.9203412532806396,0.92975252866745,0.9109299778938293
10,0.92701655626297,0.9136693477630615,0.9403637051582336
10,0.9101169109344482,0.9159667491912842,0.9042669534683228
11,0.9280521869659424,0.9405696392059326,0.9155347347259521
11,0.9209319353103638,0.9248948097229004,0.9169691205024719
11,0.9284297823905945,0.9385392665863037,0.9183201789855957
11,0.925368070602417,0.9265778064727783,0.9241583943367004
11,0.9218616485595703,0.9342600107192993,0.9094632267951965
12,0.931606113910675,0.9303639531135559,0.9328482747077942
12,0.9199355244636536,0.9431110620498657,0.8967600464820862
12,0.934951663017273,0.933622419834137,0.9362808465957642
12,0.9311155080795288,0.9466180801391602,0.915613055229187
12,0.9317501187324524,0.9246916770935059,0.9388086795806885
13,0.9260490536689758,0.9144402146339417,0.9376580119132996
13,0.9340651035308838,0.923342764377594,0.9447875022888184
13,0.9241902828216553,0.9182215929031372,0.9301589727401733
13,0.9399226307868958,0.931338369846344,0.9485070109367371
13,0.9392027854919434,0.9254432916641235,0.9529623985290527
14,0.9414442181587219,0.9474708437919617,0.935417652130127
14,0.9513847231864929,0.9545202851295471,0.9482491612434387
14,0.937463104724884,0.9470086097717285,0.9279177784919739
14,0.9594317078590393,0.9597176313400269,0.959145724773407
14,0.9425015449523926,0.9470986127853394,0.9379045367240906
15,0.9352036714553833,0.9339151978492737,0.9364921450614929
15,0.9437413215637207,0.9537145495414734,0.9337679743766785
15,0.923042893409729,0.9456855654716492,0.9004002213478088
15,0.9398964643478394,0.9408486485481262,0.938944399356842
15,0.9252365827560425,0.9341130256652832,0.9163601994514465
16,0.9348297715187073,0.9352246522903442,0.9344347715377808
16,0.9300086498260498,0.932174026966095,0.9278432726860046
16,0.9319135546684265,0.926906168460846,0.9369210004806519
16,0.9364439845085144,0.9298064708709717,0.9430814981460571
16,0.9402029514312744,0.9450706243515015,0.9353353381156921
17,0.9480035901069641,0.9533446431159973,0.9426625370979309
17,0.942812979221344,0.9526686668395996,0.9329572916030884
17,0.9474884271621704,0.9487544894218445,0.946222186088562
17,0.9307332038879395,0.945003867149353,0.9164624214172363
17,0.9404350519180298,0.9462648630142212,0.9346051216125488
18,0.9495905041694641,0.9539275169372559,0.9452536106109619
18,0.9529983401298523,0.9648079872131348,0.9411886930465698
18,0.9604897499084473,0.9689280986785889,0.9520513415336609
18,0.9465229511260986,0.9570161700248718,0.9360297322273254
18,0.941809356212616,0.9617447853088379,0.9218738079071045
19,0.9518771171569824,0.960017740726471,0.9437363743782043
19,0.9534288644790649,0.9596276879310608,0.9472300410270691
19,0.9525556564331055,0.9557557106018066,0.9493556022644043
19,0.955091118812561,0.9680562019348145,0.9421261548995972
19,0.9515727162361145,0.9632251858711243,0.9399203062057495
20,0.950160562992096,0.9627315402030945,0.9375895261764526
20,0.9563266634941101,0.968412458896637,0.9442408680915833
20,0.9506678581237793,0.9674355983734131,0.9339000582695007
20,0.9659255146980286,0.9741355776786804,0.9577153325080872
20,0.9546614289283752,0.9667152166366577,0.9426076412200928
21,0.9554809331893921,0.9726237058639526,0.9383381605148315
21,0.952528715133667,0.9800787568092346,0.9249785542488098
21,0.9500229954719543,0.9663107991218567,0.933735191822052
21,0.9527335166931152,0.9770165681838989,0.9284504055976868
21,0.9487210512161255,0.9728864431381226,0.9245556592941284
22,0.9654038548469543,0.9772439002990723,0.9535638093948364
22,0.9330030083656311,0.9636715054512024,0.9023345112800598
22,0.9417902231216431,0.9733710289001465,0.9102094173431396
22,0.9435393810272217,0.9637627601623535,0.9233160614967346
22,0.9398567080497742,0.9647907018661499,0.9149227738380432
23,0.9552226066589355,0.9752784371376038,0.9351666569709778
23,0.9449155330657959,0.9603216648101807,0.9295095205307007
23,0.9528982043266296,0.9729058742523193,0.9328904747962952
23,0.9677683115005493,0.9797384142875671,0.9557980298995972
23,0.9632444977760315,0.978849470615387,0.9476395845413208
24,0.9505563378334045,0.9746769666671753,0.926435649394989
24,0.9475952982902527,0.9730778932571411,0.9221127033233643
24,0.9607003331184387,0.9790976643562317,0.942302942276001
24,0.943138599395752,0.9749324321746826,0.9113447070121765
24,0.9625226259231567,0.9823554754257202,0.9426896572113037
25,0.9657805562019348,0.9735825657844543,0.9579785466194153
25,0.9447143077850342,0.9704400897026062,0.9189884662628174
25,0.9598311185836792,0.9635882377624512,0.956074059009552
25,0.9542644023895264,0.9669738411903381,0.9415550231933594
25,0.9571358561515808,0.9718807339668274,0.942391037940979
26,0.9390079379081726,0.9769372940063477,0.9010785222053528
26,0.9464943408966064,0.9758966565132141,0.917091965675354
26,0.9418230652809143,0.9800253510475159,0.9036206007003784
26,0.9325485825538635,0.9740573167800903,0.891040027141571
26,0.9391201138496399,0.9788706302642822,0.8993695974349976
27,0.939904510974884,0.9648215770721436,0.9149873852729797
27,0.94072026014328,0.9665354490280151,0.9149050712585449
27,0.9516953229904175,0.9694464206695557,0.9339443445205688
27,0.9460022449493408,0.9759396314620972,0.9160648584365845
27,0.9514213800430298,0.9746114015579224,0.9282312989234924
28,0.9590566158294678,0.9725657105445862,0.9455474615097046
28,0.9494606256484985,0.9822080135345459,0.916713297367096
28,0.9631972908973694,0.9732193946838379,0.9531751871109009
28,0.9646421670913696,0.9789329767227173,0.950351357460022
28,0.9544761180877686,0.9758616089820862,0.9330905675888062
29,0.959100604057312,0.9699121713638306,0.9482890963554382
29,0.9652620553970337,0.9811629056930542,0.9493611454963684
29,0.9548103213310242,0.9827860593795776,0.9268345832824707
29,0.9557653665542603,0.9696414470672607,0.9418891072273254
29,0.9467246532440186,0.9736406207084656,0.9198086857795715
30,0.9464383125305176,0.9848604798316956,0.9080160856246948
30,0.9583775997161865,0.9869221448898315,0.9298331141471863
30,0.9397181272506714,0.9746162295341492,0.9048202037811279
30,0.9382200837135315,0.9725548624992371,0.9038852453231812
30,0.9387012720108032,0.9771291017532349,0.9002733826637268
31,0.9585698246955872,0.9764633774757385,0.9406763315200806
31,0.9498274326324463,0.966926634311676,0.9327282905578613
31,0.940474271774292,0.9616352319717407,0.9193132519721985
31,0.9473885297775269,0.9686051607131958,0.9261720776557922
31,0.9559956192970276,0.9718009829521179,0.9401900768280029
32,0.9400094151496887,0.9784204363822937,0.9015984535217285
32,0.9625970125198364,0.9837380051612854,0.9414560198783875
32,0.941268801689148,0.9770563840866089,0.9054811596870422
32,0.9495422840118408,0.9755242466926575,0.9235604405403137
32,0.958501935005188,0.9836116433143616,0.9333921670913696
33,0.9409323334693909,0.9675908088684082,0.9142739772796631
33,0.9518491625785828,0.9714708924293518,0.9322274327278137
33,0.9577549695968628,0.9769121408462524,0.9385979771614075
33,0.960147500038147,0.9833623766899109,0.9369326829910278
33,0.9667621850967407,0.9861279726028442,0.947396457195282
34,0.961692214012146,0.9850364327430725,0.9383479952812195
34,0.9653522372245789,0.9818126559257507,0.9488916993141174
34,0.9676123857498169,0.9849434494972229,0.9502812027931213
34,0.970060408115387,0.9858675599098206,0.9542531967163086
34,0.9561314582824707,0.9765137434005737,0.9357491135597229
35,0.9526932239532471,0.9704077243804932,0.9349787831306458
35,0.9617698788642883,0.9770552515983582,0.9464844465255737
35,0.9503843784332275,0.970007061958313,0.9307618141174316
35,0.9554533958435059,0.9703248739242554,0.9405817985534668
35,0.9548031091690063,0.9747623205184937,0.9348437786102295
36,0.9618496894836426,0.9842512011528015,0.9394480586051941
36,0.963887095451355,0.9814737439155579,0.9463005065917969
36,0.9445502758026123,0.9754506945610046,0.9136500358581543
36,0.9449331164360046,0.9720918536186218,0.9177742600440979
36,0.9627138376235962,0.9763935804367065,0.9490339756011963
37,0.9589878916740417,0.984403669834137,0.9335721135139465
37,0.9357360005378723,0.9782260060310364,0.8932459950447083
37,0.9511022567749023,0.9794877171516418,0.9227167367935181
37,0.9613429307937622,0.9862112998962402,0.9364745616912842
37,0.9474524259567261,0.9836785793304443,0.9112261533737183
38,0.9547791481018066,0.9856663346290588,0.9238919019699097
38,0.9619906544685364,0.9860603213310242,0.937920868396759
38,0.9465584754943848,0.9837585091590881,0.9093583226203918
38,0.9494646191596985,0.9816064834594727,0.9173228144645691
38,0.9706847071647644,0.9874927401542664,0.9538766741752625
39,0.9576815366744995,0.9758373498916626,0.9395257830619812
39,0.9437347650527954,0.9691988825798035,0.9182706475257874
39,0.9578724503517151,0.9840719699859619,0.9316728711128235
39,0.9418135285377502,0.9792488217353821,0.9043781161308289
39,0.9599177837371826,0.981208860874176,0.9386266469955444
